,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
1352,0,0,1,0,17,1,1,1,0,1,0,1,1,1,104,1743.5,1,2365,0,1,0,1,0,0,0,0,1,0
1353,1,1,0,0,1,1,0,0,0,0,0,0,0,1,69,69.65,1,5844,0,1,0,1,0,0,0,0,1,0
1354,1,0,0,0,9,1,0,0,0,0,0,0,1,1,80,713.1,1,3890,0,1,0,1,0,0,0,0,1,0
1355,0,0,0,0,7,1,0,0,0,0,0,1,0,1,80,526.7,1,3949,0,1,0,1,0,0,0,0,0,1
1356,1,1,1,0,36,1,1,0,0,0,0,0,1,1,84,3021.6,1,2987,0,1,0,1,0,0,0,0,1,0
1357,1,0,0,0,3,1,0,0,0,0,1,1,1,1,69,191.35,1,3520,1,0,0,1,0,0,0,0,1,0
1358,0,1,1,0,34,1,1,0,1,0,0,0,0,1,79,2718.3,1,3980,0,1,0,1,0,0,0,0,0,1
1359,0,1,0,0,1,0,0,0,0,0,0,1,0,1,36,36.45,1,5303,1,0,0,1,0,0,0,0,1,0
1360,1,0,0,0,22,1,0,0,1,1,0,1,0,1,89,2001.5,1,5438,0,1,0,1,0,0,0,0,1,0
1361,0,1,1,0,47,1,1,1,0,0,0,0,0,0,80,3825.85,1,5915,0,1,0,1,0,0,0,0,1,0
1362,0,1,1,0,24,0,0,0,0,1,0,0,1,1,40,933.3,1,3843,1,0,0,1,0,0,0,1,0,0
1363,1,0,1,0,53,0,0,0,1,1,1,1,1,1,60,3184.25,1,5650,1,0,0,0,1,0,0,0,1,0
1364,0,0,1,0,8,1,1,0,0,0,0,0,1,1,84,764.95,1,2656,0,1,0,1,0,0,0,0,1,0
1365,0,0,1,0,2,1,0,0,1,0,0,0,0,1,73,145.4,1,5799,0,1,0,1,0,0,1,0,0,0
1366,0,0,1,0,8,1,0,0,0,0,0,0,0,0,20,156.25,1,4785,0,0,1,1,0,0,1,0,0,0
1367,0,0,1,0,48,0,0,0,1,1,0,0,0,0,34,1604.5,1,5995,1,0,0,0,1,0,0,0,0,1
1368,0,1,1,0,43,1,1,0,0,1,1,1,1,1,107,4533.9,1,4423,0,1,0,0,1,0,0,0,1,0
1369,1,1,1,0,16,1,1,0,0,1,0,1,1,1,98,1587.55,1,3392,0,1,0,1,0,0,0,0,1,0
1370,0,0,1,0,8,1,0,0,1,1,0,1,1,0,101,842.9,1,2750,0,1,0,1,0,0,0,0,1,0
1371,1,0,0,0,20,1,1,0,0,1,0,1,0,1,88,1761.45,1,4115,0,1,0,1,0,0,0,0,1,0
1372,0,0,0,0,2,1,0,0,0,0,0,1,0,1,79,164.5,1,5172,0,1,0,1,0,0,0,0,1,0
1373,0,0,0,0,27,1,1,0,0,0,0,1,1,1,94,2724.6,1,4464,0,1,0,1,0,0,0,0,0,1
1374,0,1,0,0,5,1,0,0,0,0,0,0,0,1,69,318.5,1,3368,0,1,0,1,0,0,0,0,0,1
1375,1,0,1,0,52,1,1,0,0,1,1,0,1,1,96,4990.25,1,4751,0,1,0,0,0,1,1,0,0,0
1376,1,1,0,0,37,1,1,0,0,1,0,1,1,1,101,3744.05,1,4424,0,1,0,1,0,0,0,0,1,0
1377,1,0,0,0,69,1,1,0,1,0,1,1,1,1,104,7220.35,1,6350,0,1,0,0,1,0,1,0,0,0
1378,1,0,0,1,40,1,0,1,1,0,0,0,0,1,55,2139.2,1,2810,1,0,0,1,0,0,0,0,0,1
1379,0,0,0,0,6,1,1,0,1,0,0,1,0,1,90,521.3,1,5656,0,1,0,1,0,0,0,0,1,0
1380,1,0,0,0,11,1,1,0,0,1,0,0,0,0,53,608.0,1,3407,1,0,0,1,0,0,0,0,1,0
1381,0,0,0,0,6,1,0,0,0,0,0,1,1,0,89,577.6,1,5800,0,1,0,1,0,0,0,0,1,0
1382,0,0,1,0,3,1,1,0,0,0,0,1,1,1,95,292.85,1,4176,0,1,0,1,0,0,0,0,1,0
1383,0,1,0,0,5,0,0,0,0,0,0,1,1,0,45,198.0,1,3561,1,0,0,1,0,0,0,0,1,0
1384,1,0,1,0,8,1,0,1,0,0,0,0,0,1,74,609.9,1,3683,0,1,0,1,0,0,0,0,1,0
1385,0,0,0,0,1,1,0,0,0,0,0,1,0,1,79,79.65,1,2119,0,1,0,1,0,0,0,0,1,0
1386,0,1,1,0,28,1,1,0,0,0,1,1,1,1,101,2812.2,1,4994,0,1,0,1,0,0,0,1,0,0
1387,0,0,1,0,1,1,0,0,0,0,0,1,0,1,80,80.05,1,2943,0,1,0,1,0,0,0,0,0,1
1388,1,0,1,0,29,1,1,0,0,1,0,0,1,1,89,2698.35,1,5292,0,1,0,1,0,0,0,0,1,0
1389,1,0,1,0,19,1,1,0,0,0,0,0,1,1,83,1465.75,1,3427,0,1,0,1,0,0,0,0,1,0
1390,0,0,1,0,6,1,0,0,0,0,0,0,0,0,19,146.3,1,5579,0,0,1,1,0,0,1,0,0,0
1391,1,0,0,0,1,1,0,0,0,0,1,0,0,0,51,51.25,1,2180,1,0,0,1,0,0,0,0,0,1
1392,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45,45.6,1,3037,1,0,0,1,0,0,0,0,1,0
1393,0,0,0,0,6,1,0,0,0,0,1,0,0,1,49,267.35,1,4248,1,0,0,1,0,0,1,0,0,0
1394,1,0,1,1,15,1,0,0,0,0,0,0,0,1,20,288.05,1,4672,0,0,1,1,0,0,0,0,1,0
1395,0,0,1,0,25,0,0,0,0,0,0,1,0,1,34,853.0,1,5024,1,0,0,1,0,0,1,0,0,0
1396,1,1,1,0,10,1,0,0,1,1,1,1,0,1,92,934.1,1,2415,0,1,0,1,0,0,0,0,0,1
1397,0,0,1,0,13,1,0,0,0,0,0,1,1,0,88,1222.8,1,3740,0,1,0,1,0,0,0,0,1,0
1398,0,0,1,0,49,1,1,0,1,1,1,1,1,1,107,5293.2,1,5785,0,1,0,0,0,1,1,0,0,0
1399,0,1,0,0,1,1,1,0,0,0,0,0,0,1,74,74.45,1,4291,0,1,0,1,0,0,0,0,0,1
1400,0,0,0,0,37,1,0,0,0,0,0,1,1,1,64,2345.2,1,5554,1,0,0,1,0,0,0,0,1,0
1401,1,0,0,0,26,1,0,0,1,1,0,1,0,0,89,2335.3,1,3452,0,1,0,1,0,0,0,0,1,0
1402,0,0,0,0,12,1,0,0,0,1,0,1,1,0,95,1115.15,1,3538,0,1,0,0,1,0,0,0,0,1
1403,0,1,0,0,10,0,0,0,0,0,1,0,0,1,29,291.4,1,5702,1,0,0,1,0,0,0,0,1,0
1404,1,0,1,0,5,1,1,1,0,1,0,0,0,1,84,453.75,1,5141,0,1,0,1,0,0,0,0,1,0
1405,1,0,0,0,18,1,1,0,0,1,0,0,1,1,90,1597.25,1,2931,0,1,0,1,0,0,0,1,0,0
1406,0,1,0,0,3,1,0,0,0,0,0,0,0,1,70,235.5,1,5165,0,1,0,1,0,0,0,0,1,0
1407,0,0,0,0,54,1,1,1,0,1,0,1,1,1,103,5639.05,1,6117,0,1,0,0,1,0,1,0,0,0
1408,0,0,0,0,10,1,1,0,0,0,0,0,0,1,74,799.65,1,5578,0,1,0,1,0,0,0,0,1,0
1409,0,0,0,0,1,1,0,0,0,0,1,0,0,1,50,50.8,1,4535,1,0,0,1,0,0,0,0,1,0
1410,1,0,0,0,2,1,0,0,0,0,0,1,0,1,80,144.55,1,5055,0,1,0,1,0,0,0,0,1,0
1411,1,0,1,0,32,1,1,0,0,1,0,0,0,1,78,2447.95,1,5949,0,1,0,1,0,0,0,0,1,0
1412,1,0,0,0,36,1,1,0,0,0,0,0,1,1,84,3050.15,1,5272,0,1,0,1,0,0,0,0,1,0
1413,1,0,0,0,53,1,1,0,0,0,0,1,0,0,85,4517.25,1,4753,0,1,0,1,0,0,1,0,0,0
1414,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19,19.9,1,5441,0,0,1,1,0,0,0,0,0,1
1415,1,1,0,0,12,1,1,0,0,1,0,1,1,1,99,1200.15,1,2819,0,1,0,1,0,0,0,0,1,0
1416,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70,70.6,1,4063,0,1,0,1,0,0,0,0,1,0
1417,0,0,0,0,5,1,0,0,0,0,0,1,0,1,81,389.6,1,3718,0,1,0,1,0,0,0,1,0,0
1418,1,0,0,0,6,1,0,0,1,0,0,1,0,1,84,523.5,1,3420,0,1,0,1,0,0,0,0,1,0
1419,0,1,0,0,26,1,1,0,1,0,0,1,0,1,89,2277.65,1,4074,0,1,0,1,0,0,0,0,1,0
1420,0,1,1,0,1,0,0,0,0,0,0,0,0,1,24,24.8,1,5377,1,0,0,1,0,0,0,0,1,0
1421,1,0,0,0,64,1,1,0,1,0,1,1,1,1,105,6903.1,1,4870,0,1,0,0,1,0,0,1,0,0
1422,1,0,0,0,13,1,0,0,0,0,0,0,1,1,80,1008.7,1,5964,0,1,0,1,0,0,0,0,1,0
1423,0,0,1,0,9,1,0,0,0,0,0,1,1,0,89,853.1,1,4971,0,1,0,1,0,0,0,0,1,0
1424,1,0,0,0,10,1,1,0,0,0,0,1,1,1,72,794.25,1,2457,1,0,0,1,0,0,0,1,0,0
1425,0,0,0,0,2,1,0,0,0,1,1,1,1,0,76,160.8,1,3005,1,0,0,1,0,0,0,0,1,0
1426,0,1,0,0,20,1,1,0,0,0,0,0,1,1,61,1174.35,1,3866,1,0,0,1,0,0,0,0,0,1
1427,1,0,1,0,9,1,0,0,1,1,0,0,0,1,79,741.7,1,4748,0,1,0,1,0,0,0,0,1,0
1428,1,1,0,0,32,1,1,0,0,0,0,1,1,1,96,3019.25,1,2246,0,1,0,1,0,0,0,1,0,0
1429,0,0,1,0,70,1,1,1,0,1,1,0,0,0,65,4759.75,1,5591,1,0,0,0,0,1,0,1,0,0
1430,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.65,1,5717,0,0,1,1,0,0,0,0,0,1
1431,1,0,0,0,1,1,1,0,0,0,0,1,0,1,84,84.65,1,4261,0,1,0,1,0,0,0,0,0,1
1432,0,1,1,0,1,1,0,0,0,0,0,0,0,1,69,69.55,1,5948,0,1,0,1,0,0,0,0,1,0
1433,0,0,0,0,13,0,0,0,1,0,0,0,0,1,31,347.25,1,5131,1,0,0,1,0,0,0,0,1,0
1434,1,0,0,0,7,1,0,1,0,0,0,0,0,1,51,354.05,1,3736,1,0,0,1,0,0,0,0,0,1
1435,0,0,1,1,1,1,0,0,0,0,0,0,0,1,44,44.35,1,4599,1,0,0,1,0,0,1,0,0,0
1436,0,0,0,0,7,1,0,0,0,0,0,1,0,1,79,586.05,1,3109,0,1,0,1,0,0,0,0,1,0
1437,1,0,0,1,54,1,1,0,1,0,0,0,0,1,55,3092.65,1,5282,1,0,0,1,0,0,0,1,0,0
1438,0,1,0,0,5,1,0,0,0,1,0,1,0,1,84,415.55,1,3305,0,1,0,1,0,0,0,0,0,1
1439,1,1,0,0,1,1,1,0,0,0,0,0,0,1,73,73.65,1,5443,0,1,0,1,0,0,0,0,1,0
1440,1,0,1,0,33,1,0,0,0,1,1,1,1,1,73,2405.05,1,5374,1,0,0,0,1,0,0,0,0,1
1441,0,0,1,0,55,1,1,0,0,1,0,0,0,1,77,4458.15,1,4398,0,1,0,1,0,0,0,0,1,0
1442,0,1,1,0,6,1,1,0,0,0,0,0,1,1,84,474.9,1,5721,0,1,0,1,0,0,0,0,1,0
1443,0,0,0,0,8,1,0,1,0,0,0,1,0,0,84,668.4,1,4437,0,1,0,1,0,0,0,0,1,0
1444,1,0,0,0,11,1,0,0,0,0,1,0,0,1,73,926.25,1,3634,0,1,0,1,0,0,0,0,1,0
1445,1,0,1,0,49,0,0,0,1,0,0,1,1,1,51,2541.25,1,5375,1,0,0,0,1,0,1,0,0,0
1446,0,1,1,0,1,1,0,0,0,0,0,0,0,0,46,46.0,1,4531,1,0,0,1,0,0,0,0,1,0
1447,1,1,0,0,15,1,0,0,0,0,0,0,1,1,79,1156.1,1,3621,0,1,0,1,0,0,0,0,1,0
1448,1,1,1,0,16,1,0,0,0,0,0,0,0,1,71,1167.8,1,3327,0,1,0,1,0,0,1,0,0,0
1449,1,1,1,0,44,1,1,0,1,0,0,0,1,0,88,3912.9,1,2674,0,1,0,0,1,0,0,0,0,1
1450,0,0,0,1,5,1,0,0,0,0,0,0,0,0,46,221.7,1,4846,1,0,0,1,0,0,0,0,0,1
1451,1,0,0,0,4,1,1,0,0,0,0,0,0,0,51,201.1,1,3865,1,0,0,1,0,0,0,1,0,0
1452,1,0,1,0,30,1,1,1,1,0,0,1,0,1,94,2838.7,1,2792,0,1,0,1,0,0,0,0,1,0
1453,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70,70.15,1,3208,0,1,0,1,0,0,0,0,0,1
1454,1,0,0,0,9,0,0,0,0,0,0,1,0,1,34,296.1,1,5352,1,0,0,1,0,0,0,1,0,0
1455,0,0,0,0,1,1,0,0,0,0,0,0,1,1,81,81.1,1,2075,0,1,0,1,0,0,0,0,1,0
1456,0,0,1,1,1,1,0,0,0,0,0,0,0,0,20,20.55,1,3797,0,0,1,1,0,0,0,0,0,1
1457,0,0,0,0,61,1,1,0,0,1,1,1,1,1,106,6428.4,1,4183,0,1,0,0,0,1,0,0,1,0
1458,1,0,1,0,59,1,1,1,1,1,1,1,0,1,106,6252.9,1,4508,0,1,0,1,0,0,0,0,1,0
1459,0,0,0,0,3,1,0,0,0,0,0,1,1,1,89,240.45,1,3591,0,1,0,1,0,0,0,0,1,0
1460,0,0,0,0,3,1,0,0,1,0,1,1,1,1,97,315.3,1,4330,0,1,0,1,0,0,0,0,1,0
1461,1,0,0,0,1,1,0,0,0,0,0,0,1,1,55,55.7,1,4629,1,0,0,1,0,0,0,0,0,1
1462,1,0,0,0,13,1,0,0,1,1,0,0,0,1,79,973.45,1,5067,0,1,0,1,0,0,0,0,1,0
1463,0,0,1,0,18,0,0,0,0,1,0,1,0,1,39,669.85,1,2601,1,0,0,1,0,0,0,0,1,0
1464,0,1,1,0,3,1,0,0,0,0,1,1,0,1,83,267.4,1,3464,0,1,0,1,0,0,0,0,0,1
1465,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69,69.85,1,5056,0,1,0,1,0,0,0,0,1,0
1466,0,0,0,0,1,1,0,0,0,0,0,1,0,1,53,53.55,1,2326,1,0,0,1,0,0,0,0,0,1
1467,0,0,1,0,70,1,1,1,1,1,1,0,0,0,93,6579.05,1,6173,0,1,0,0,0,1,1,0,0,0
1468,1,0,1,0,68,1,1,1,1,1,1,1,1,1,113,7856.0,1,4610,0,1,0,0,0,1,0,0,1,0
1469,0,1,1,0,26,1,0,0,1,0,0,0,1,0,84,2169.75,1,4316,0,1,0,1,0,0,0,0,1,0
1470,1,0,1,0,11,1,1,0,1,0,0,0,0,1,80,896.9,1,5119,0,1,0,1,0,0,1,0,0,0
1471,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19,19.3,1,4266,0,0,1,1,0,0,0,0,0,1
1472,1,0,0,0,1,1,0,0,0,1,0,0,0,1,49,49.65,1,5338,1,0,0,1,0,0,0,0,0,1
1473,0,0,0,0,46,1,0,0,0,1,1,0,0,0,54,2460.15,1,2793,1,0,0,0,0,1,0,1,0,0
1474,1,0,0,0,4,1,0,0,0,0,0,1,1,1,88,370.65,1,2456,0,1,0,1,0,0,0,0,1,0
1475,1,1,0,0,22,1,1,0,0,0,1,1,0,1,90,1910.6,1,5014,0,1,0,1,0,0,1,0,0,0
1476,1,0,1,0,9,1,0,0,1,1,1,1,0,1,94,890.6,1,3016,0,1,0,1,0,0,0,0,0,1
1477,1,0,1,0,7,1,0,0,0,0,0,0,0,1,69,529.5,1,3296,0,1,0,1,0,0,1,0,0,0
1478,0,0,0,0,1,1,0,1,0,0,0,0,0,1,48,48.6,1,4207,1,0,0,1,0,0,0,1,0,0
1479,0,1,0,0,40,0,0,1,1,0,0,1,1,1,55,2109.35,1,4272,1,0,0,1,0,0,0,0,1,0
1480,1,0,1,0,29,1,1,0,1,0,0,0,0,1,80,2265.25,1,5189,0,1,0,1,0,0,1,0,0,0
1481,0,0,0,0,3,1,1,0,0,0,0,0,0,1,75,220.6,1,5948,0,1,0,1,0,0,0,0,1,0
1482,1,0,0,0,1,1,0,0,0,0,0,0,0,1,20,20.2,1,5394,0,0,1,1,0,0,1,0,0,0
1483,0,0,1,0,3,1,1,0,0,0,0,0,0,1,74,229.5,1,3972,0,1,0,1,0,0,0,1,0,0
1484,1,0,0,0,23,1,1,0,0,1,1,1,1,1,104,2470.1,1,5963,0,1,0,1,0,0,0,0,0,1
1485,0,0,0,0,13,1,1,1,1,0,0,1,0,1,96,1244.5,1,2110,0,1,0,1,0,0,0,0,1,0
1486,1,1,0,0,1,1,0,0,0,0,0,0,0,0,20,20.05,1,3491,0,0,1,1,0,0,0,0,0,1
1487,0,0,0,0,39,1,1,0,1,1,0,1,1,1,103,3994.45,1,4811,0,1,0,1,0,0,0,0,1,0
1488,0,0,1,1,1,1,0,0,0,0,0,0,0,1,19,19.9,1,4633,0,0,1,1,0,0,0,0,1,0
1489,1,0,1,0,14,0,0,0,0,0,0,1,1,0,46,667.7,1,5360,1,0,0,1,0,0,0,0,1,0
1490,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.95,1,2051,0,0,1,1,0,0,0,0,1,0
1491,1,0,0,0,1,1,0,0,0,0,0,0,1,0,79,79.6,1,2199,0,1,0,1,0,0,0,0,1,0
1492,1,0,0,0,1,1,0,0,0,0,1,0,0,1,75,75.9,1,3389,0,1,0,1,0,0,0,0,1,0
1493,1,0,1,0,1,1,0,0,0,1,0,0,0,0,76,76.2,1,5973,0,1,0,1,0,0,0,0,1,0
1494,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19,19.25,1,5437,0,0,1,1,0,0,0,0,0,1
1495,0,0,1,0,42,1,1,0,0,1,1,0,0,1,84,3588.4,1,2514,0,1,0,1,0,0,0,0,1,0
1496,0,0,0,0,7,1,0,0,0,0,0,1,0,1,79,522.95,1,3735,0,1,0,1,0,0,0,0,1,0
1497,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70,70.25,1,4133,0,1,0,1,0,0,0,0,1,0
1498,0,1,0,0,10,1,0,0,0,1,0,0,1,1,84,865.55,1,3320,0,1,0,1,0,0,0,1,0,0
1499,0,0,1,1,17,1,1,0,0,0,0,0,0,0,24,409.9,1,4648,0,0,1,1,0,0,0,0,0,1
1500,0,0,0,1,1,1,0,1,1,0,1,0,0,1,60,60.0,1,4531,1,0,0,1,0,0,0,0,1,0
1501,1,0,0,0,8,1,1,0,0,0,0,0,1,1,86,649.65,1,4193,0,1,0,1,0,0,0,0,1,0
1502,0,1,1,0,1,1,0,0,0,0,0,0,0,1,20,20.85,1,3817,0,0,1,1,0,0,0,0,0,1
1503,0,0,0,0,39,0,0,0,0,1,0,1,1,1,50,2011.4,1,4119,1,0,0,1,0,0,0,0,1,0
1504,0,1,1,0,58,1,0,1,1,0,1,1,1,1,105,6205.5,1,5067,0,1,0,0,1,0,0,1,0,0
1505,1,1,0,0,6,1,0,1,0,0,0,1,0,1,85,503.6,1,5831,0,1,0,1,0,0,1,0,0,0
1506,1,0,1,0,22,1,0,1,0,0,1,0,0,1,54,1152.7,1,5102,1,0,0,1,0,0,0,0,1,0
1507,0,0,1,0,70,1,1,0,1,1,1,1,1,1,109,7674.55,1,4191,0,1,0,0,1,0,0,0,1,0
1508,1,0,1,0,21,1,1,0,1,1,0,1,1,0,104,2157.95,1,3796,0,1,0,1,0,0,0,0,1,0
1509,1,1,1,0,71,1,1,1,1,0,0,1,1,1,105,7548.1,1,5725,0,1,0,1,0,0,0,1,0,0
1510,0,0,0,0,1,1,0,0,1,0,0,0,0,1,75,75.7,1,4884,0,1,0,1,0,0,0,0,1,0
1511,0,1,1,0,20,1,1,0,0,1,0,1,0,0,90,1951.0,1,2312,0,1,0,1,0,0,0,0,1,0
1512,0,0,1,0,4,1,1,0,1,0,0,1,1,1,97,384.5,1,2570,0,1,0,1,0,0,0,0,1,0
1513,1,0,0,0,32,1,1,1,1,0,1,1,1,1,108,3432.9,1,2541,0,1,0,1,0,0,0,1,0,0
1514,1,0,0,0,6,1,0,0,0,0,0,1,0,1,80,463.05,1,2181,0,1,0,1,0,0,0,1,0,0
1515,0,1,1,0,27,1,1,1,0,0,1,1,1,1,104,2867.75,1,3444,0,1,0,1,0,0,1,0,0,0
1516,1,0,0,0,1,1,0,0,0,0,0,0,0,1,71,71.35,1,5730,0,1,0,1,0,0,0,0,0,1
1517,0,0,0,0,13,1,1,0,1,1,1,0,0,0,89,1132.35,1,2226,0,1,0,1,0,0,0,0,1,0
1518,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.6,1,3618,0,0,1,1,0,0,0,0,0,1
1519,1,0,0,0,19,1,1,0,1,0,0,1,1,1,99,1931.75,1,3670,0,1,0,1,0,0,0,0,1,0
1520,0,0,0,0,10,1,1,0,1,0,0,0,0,1,81,818.05,1,2946,0,1,0,1,0,0,0,1,0,0
1521,0,1,1,0,13,1,0,0,0,0,0,0,0,1,70,916.75,1,5101,0,1,0,1,0,0,0,0,1,0
1522,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70,70.15,1,5773,0,1,0,1,0,0,0,0,0,1
1523,0,1,1,0,68,1,1,1,1,0,0,0,1,1,96,6581.9,1,5957,0,1,0,0,1,0,0,1,0,0
1524,0,0,0,0,39,1,0,1,0,1,1,1,0,1,95,3692.85,1,2767,0,1,0,0,1,0,0,0,1,0
1525,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69,69.65,1,4741,0,1,0,1,0,0,0,0,1,0
1526,0,1,0,0,1,1,0,0,0,0,0,1,1,1,89,89.3,1,3067,0,1,0,1,0,0,0,0,1,0
1527,0,0,0,0,36,1,0,0,0,1,1,0,1,1,87,3078.1,1,2558,0,1,0,1,0,0,0,0,1,0
1528,0,1,0,0,15,1,0,1,0,1,1,0,1,1,96,1426.75,1,2933,0,1,0,1,0,0,0,0,0,1
1529,0,0,0,0,5,1,1,0,0,0,0,1,0,1,85,474.8,1,4109,0,1,0,1,0,0,0,0,1,0
1530,0,0,0,0,13,0,0,0,0,0,0,0,1,1,35,446.1,1,3104,1,0,0,1,0,0,0,0,1,0
1531,1,0,1,0,5,1,1,0,1,0,0,0,0,1,81,416.3,1,3819,0,1,0,1,0,0,0,0,1,0
1532,0,0,0,1,2,1,0,0,0,0,0,0,0,1,19,35.85,1,2843,0,0,1,1,0,0,0,0,1,0
1533,0,0,1,0,17,1,1,0,0,0,0,0,1,1,85,1451.6,1,3670,0,1,0,1,0,0,0,0,1,0
1534,1,0,1,0,1,1,0,0,0,0,0,0,0,1,71,71.0,1,4207,0,1,0,1,0,0,0,0,1,0
1535,1,1,0,0,9,1,1,0,0,0,0,0,1,1,85,746.5,1,5095,0,1,0,1,0,0,0,0,1,0
1536,1,0,0,1,1,1,0,0,0,0,0,0,0,1,44,44.4,1,4067,1,0,0,1,0,0,0,0,1,0
1537,1,1,1,0,1,1,0,0,0,0,0,0,0,1,70,70.3,1,4962,0,1,0,1,0,0,0,0,1,0
1538,0,0,1,0,1,1,0,0,0,0,0,1,0,1,79,79.35,1,3492,0,1,0,1,0,0,1,0,0,0
1539,0,0,0,0,9,1,0,0,0,0,0,1,1,1,90,809.75,1,2578,0,1,0,1,0,0,1,0,0,0
1540,1,0,1,0,20,1,0,0,0,0,0,0,0,1,70,1470.95,1,4773,0,1,0,1,0,0,0,0,1,0
1541,1,1,0,0,70,0,0,0,0,0,0,1,1,1,45,3264.45,1,5824,1,0,0,0,1,0,0,0,1,0
1542,0,0,0,0,3,1,1,0,0,0,0,0,0,1,75,246.3,1,5475,0,1,0,1,0,0,0,0,1,0
1543,1,1,0,0,20,1,0,0,0,0,0,0,0,0,71,1389.2,1,3684,0,1,0,1,0,0,0,1,0,0
1544,1,1,1,0,21,1,0,0,0,0,0,0,0,1,69,1474.75,1,3853,0,1,0,1,0,0,0,0,1,0
1545,0,0,1,0,17,1,1,0,0,1,0,1,0,0,88,1460.65,1,4041,0,1,0,1,0,0,0,0,1,0
1546,0,0,0,0,2,1,0,0,0,0,0,0,0,0,70,153.05,1,2928,0,1,0,1,0,0,1,0,0,0
1547,0,0,0,0,21,1,1,0,0,0,0,1,1,1,97,2119.5,1,4321,0,1,0,1,0,0,0,0,1,0
1548,1,0,1,1,5,1,1,0,0,0,0,0,0,1,25,135.0,1,2102,0,0,1,1,0,0,1,0,0,0
1549,1,0,0,0,24,1,1,1,0,0,0,0,0,1,55,1400.55,1,4126,1,0,0,1,0,0,1,0,0,0
1550,0,0,0,0,1,1,0,0,0,0,0,0,0,1,69,69.65,1,2418,0,1,0,1,0,0,0,0,1,0
1551,0,0,0,0,10,1,1,0,0,1,0,1,1,1,100,1060.2,1,4001,0,1,0,1,0,0,0,0,1,0
1552,0,1,0,0,1,1,0,0,1,0,0,0,1,1,86,86.0,1,5359,0,1,0,1,0,0,0,0,1,0
1553,0,0,0,0,53,1,1,1,0,1,0,1,1,1,106,5785.5,1,5550,0,1,0,0,1,0,0,1,0,0
1554,1,0,0,0,3,0,0,0,1,0,0,0,0,1,29,79.45,1,2734,1,0,0,1,0,0,0,0,1,0
1555,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59,2816.65,1,4011,1,0,0,0,1,0,1,0,0,0
1556,0,0,1,0,49,1,1,0,0,0,0,1,1,1,95,4783.5,1,5732,0,1,0,1,0,0,0,0,1,0
1557,1,0,0,0,11,0,0,0,0,1,0,1,0,1,41,470.6,1,3119,1,0,0,0,1,0,0,0,1,0
1558,1,0,0,0,45,1,1,0,1,0,0,1,1,1,100,4740.0,1,4898,0,1,0,1,0,0,0,1,0,0
1559,1,0,1,1,37,0,0,1,1,1,0,0,0,0,40,1448.8,1,3627,1,0,0,1,0,0,1,0,0,0
1560,1,0,1,0,49,1,1,0,0,0,0,1,0,0,84,4254.85,1,4639,0,1,0,1,0,0,0,0,1,0
1561,0,1,0,0,14,1,1,0,1,0,0,0,0,1,78,1101.85,1,5203,0,1,0,1,0,0,0,0,1,0
1562,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.2,1,5418,0,0,1,1,0,0,0,0,0,1
1563,0,1,0,0,47,1,1,0,1,1,0,0,0,1,85,3969.35,1,4661,0,1,0,1,0,0,1,0,0,0
1564,1,1,1,0,13,1,0,0,1,1,0,1,1,1,98,1237.85,1,3714,0,1,0,1,0,0,0,0,1,0
1565,1,0,1,0,5,1,0,0,0,1,0,1,1,1,94,498.1,1,4580,0,1,0,1,0,0,0,0,1,0
1566,1,1,0,0,3,1,1,0,1,1,0,1,1,1,105,294.45,1,5960,0,1,0,1,0,0,0,0,1,0
1567,0,1,1,0,26,1,1,0,1,1,0,0,1,1,93,2381.55,1,2591,0,1,0,1,0,0,0,0,1,0
1568,0,1,1,0,8,1,1,0,0,0,0,0,1,1,84,613.4,1,4819,0,1,0,1,0,0,0,0,1,0
1569,0,0,1,0,9,0,0,0,0,1,0,1,1,1,48,442.2,1,4359,1,0,0,1,0,0,0,0,1,0
1570,1,0,0,0,1,1,0,0,0,1,0,1,0,1,84,84.85,1,3086,0,1,0,1,0,0,0,0,1,0
1571,1,0,0,0,12,1,0,1,0,0,1,0,0,0,56,654.85,1,3043,1,0,0,1,0,0,0,0,0,1
